Instelling;fgrfunctie;fte_count;year;quarter;salaryscale
Infrastructuur en Milieu;Medewerker Communicatie;0;2018;3;8
Infrastructuur en Milieu;Medewerker Vervoer;0;2018;3;4
Infrastructuur en Milieu;Medewerker Vervoer;0;2018;3;5
Infrastructuur en Milieu;Medewerker Vervoer;0;2018;3;6
Infrastructuur en Milieu;Medewerker Vervoer;0;2018;3;7
Infrastructuur en Milieu;Medewerker Vervoer;0;2018;3;8
Infrastructuur en Milieu;Medewerker Vervoer;0;2018;3;9
Infrastructuur en Milieu;Medewerker Vervoer;0;2018;3;10
Infrastructuur en Milieu;Middenmanager;0;2018;3;12
Infrastructuur en Milieu;Middenmanager;0;2018;3;13
Infrastructuur en Milieu;Middenmanager;0;2018;3;14
Infrastructuur en Milieu;Middenmanager;0;2018;3;15
Infrastructuur en Milieu;Onderzoeksmedewerker;0;2018;3;8
Infrastructuur en Milieu;Onderzoeksmedewerker;0;2018;3;9
Infrastructuur en Milieu;Onderzoeksmedewerker;0;2018;3;10
Infrastructuur en Milieu;Onderzoeksmedewerker;0;2018;3;11
Infrastructuur en Milieu;Onderzoeksondersteuner;0;2018;3;6
Infrastructuur en Milieu;Onderzoeksondersteuner;0;2018;3;7
Infrastructuur en Milieu;Onderzoeksondersteuner;0;2018;3;8
Infrastructuur en Milieu;Operationeel Manager;0;2018;3;9
Infrastructuur en Milieu;Operationeel Manager;0;2018;3;10
Infrastructuur en Milieu;Operationeel Manager;0;2018;3;11
Infrastructuur en Milieu;Operationeel Manager;0;2018;3;12
Infrastructuur en Milieu;Operationeel Manager;0;2018;3;13
Infrastructuur en Milieu;Project-/Programmadirecteur;0;2018;3;15
Infrastructuur en Milieu;Project-/Programmadirecteur;0;2018;3;16
Infrastructuur en Milieu;Project-/Programmadirecteur;0;2018;3;17
Infrastructuur en Milieu;Project-/Programmamanager;0;2018;3;13
Infrastructuur en Milieu;Project-/Programmamanager;0;2018;3;14
Infrastructuur en Milieu;Project-/Programmamanager;0;2018;3;15
Infrastructuur en Milieu;Projectleider;0;2018;3;11
Infrastructuur en Milieu;Projectleider;0;2018;3;12
Infrastructuur en Milieu;Projectleider;0;2018;3;13
Infrastructuur en Milieu;Senior Adviseur Bedrijfsvoerin;0;2018;3;11
Infrastructuur en Milieu;Senior Adviseur Bedrijfsvoerin;0;2018;3;12
Infrastructuur en Milieu;Senior Adviseur Bedrijfsvoerin;0;2018;3;13
Infrastructuur en Milieu;Senior Inspecteur;0;2018;3;11
Infrastructuur en Milieu;Senior Inspecteur;0;2018;3;12
Infrastructuur en Milieu;Senior Inspecteur;0;2018;3;13
Infrastructuur en Milieu;Strategisch Adviseur;0;2018;3;15
Infrastructuur en Milieu;Strategisch Adviseur;0;2018;3;16
Infrastructuur en Milieu;Strategisch Beleidsmedewerker;0;2018;3;15
Infrastructuur en Milieu;Strategisch Inspecteur;0;2018;3;16
Infrastructuur en Milieu;Topmanager;0;2018;3;15
Infrastructuur en Milieu;Topmanager;0;2018;3;16
Infrastructuur en Milieu;Topmanager;0;2018;3;17
Infrastructuur en Milieu;Topmanager;0;2018;3;18
Infrastructuur en Milieu;Topwetenschappelijk Medewerker;0;2018;3;15
Infrastructuur en Milieu;Trainer;0;2018;3;10
Infrastructuur en Milieu;Wetenschappelijk Medewerker;0;2018;3;10
Infrastructuur en Milieu;Wetenschappelijk Medewerker;0;2018;3;11
Infrastructuur en Milieu;Wetenschappelijk Medewerker;0;2018;3;12
Infrastructuur en Milieu;Wetenschappelijk Medewerker;0;2018;3;13
Onderwijs, Cultuur en Wetenschap;(Senior) Adviseur;139.837;2018;3;11
Onderwijs, Cultuur en Wetenschap;(Senior) Adviseur;154.473;2018;3;12
Onderwijs, Cultuur en Wetenschap;(Senior) Adviseur;75.853;2018;3;13
Onderwijs, Cultuur en Wetenschap;(Senior) Beleidsmedewerker;128.91;2018;3;11
Onderwijs, Cultuur en Wetenschap;(Senior) Beleidsmedewerker;179.547;2018;3;12
Onderwijs, Cultuur en Wetenschap;(Senior) Beleidsmedewerker;45.881;2018;3;13
Onderwijs, Cultuur en Wetenschap;Adviseur Bedrijfsvoering;15.841;2018;3;8
Onderwijs, Cultuur en Wetenschap;Adviseur Bedrijfsvoering;121.738;2018;3;9
Onderwijs, Cultuur en Wetenschap;Adviseur Bedrijfsvoering;158.783;2018;3;10
Onderwijs, Cultuur en Wetenschap;Adviseur Bedrijfsvoering;92.521;2018;3;11
Onderwijs, Cultuur en Wetenschap;Beleidsondersteuner;0;2018;3;8
Onderwijs, Cultuur en Wetenschap;Beleidsondersteuner;2.567;2018;3;9
Onderwijs, Cultuur en Wetenschap;Beleidsondersteuner;10.151;2018;3;10
Onderwijs, Cultuur en Wetenschap;Beleidsondersteuner;1;2018;3;11
Onderwijs, Cultuur en Wetenschap;Commissiesecretaris;1;2018;3;11
Onderwijs, Cultuur en Wetenschap;Co�rdinerend Beleidsmedewerker;62.414;2018;3;13
Onderwijs, Cultuur en Wetenschap;Co�rdinerend Beleidsmedewerker;17.4;2018;3;14
Onderwijs, Cultuur en Wetenschap;Co�rdinerend Beleidsmedewerker;0;2018;3;15
Onderwijs, Cultuur en Wetenschap;Deelprojectleider;0;2018;3;9
Onderwijs, Cultuur en Wetenschap;Deelprojectleider;0;2018;3;10
Onderwijs, Cultuur en Wetenschap;Deelprojectleider;0;2018;3;11
Onderwijs, Cultuur en Wetenschap;Expert Informatievoorziening;20.072;2018;3;11
Onderwijs, Cultuur en Wetenschap;Expert Informatievoorziening;61.331;2018;3;12
Onderwijs, Cultuur en Wetenschap;Expert Informatievoorziening;5.056;2018;3;13
Onderwijs, Cultuur en Wetenschap;Handhaving en Toezich;0;2018;3;13
Onderwijs, Cultuur en Wetenschap;Inspecteur/Medewerker Toezicht;0;2018;3;8
Onderwijs, Cultuur en Wetenschap;Inspecteur/Medewerker Toezicht;29.935;2018;3;9
Onderwijs, Cultuur en Wetenschap;Inspecteur/Medewerker Toezicht;19.456;2018;3;10
Onderwijs, Cultuur en Wetenschap;Inspecteur/Medewerker Toezicht;7.889;2018;3;11
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;1.417;2018;3;5
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;39.286;2018;3;6
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;63.21;2018;3;7
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;25.666;2018;3;8
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;3.889;2018;3;9
Onderwijs, Cultuur en Wetenschap;Managementondersteuner;2;2018;3;10
Onderwijs, Cultuur en Wetenschap;Medewerker Administratie;0;2018;3;4
Onderwijs, Cultuur en Wetenschap;Medewerker Administratie;0;2018;3;5
Onderwijs, Cultuur en Wetenschap;Medewerker Administratie;5.807;2018;3;6
Onderwijs, Cultuur en Wetenschap;Medewerker Administratie;20.619;2018;3;7
Onderwijs, Cultuur en Wetenschap;Medewerker Administratie;10.71;2018;3;8
Onderwijs, Cultuur en Wetenschap;Medewerker Advisering;2;2018;3;8
Onderwijs, Cultuur en Wetenschap;Medewerker Advisering;38.194;2018;3;9
Onderwijs, Cultuur en Wetenschap;Medewerker Advisering;40.115;2018;3;10
Onderwijs, Cultuur en Wetenschap;Medewerker Advisering;24.306;2018;3;11
Onderwijs, Cultuur en Wetenschap;Medewerker Communicatie;0;2018;3;5
Onderwijs, Cultuur en Wetenschap;Medewerker Communicatie;0;2018;3;6
Onderwijs, Cultuur en Wetenschap;Medewerker Communicatie;5.256;2018;3;7
Onderwijs, Cultuur en Wetenschap;Medewerker Communicatie;10.706;2018;3;8
Onderwijs, Cultuur en Wetenschap;Medewerker Vervoer;0;2018;3;4
Onderwijs, Cultuur en Wetenschap;Middenmanager;0;2018;3;12
Onderwijs, Cultuur en Wetenschap;Middenmanager;0;2018;3;13
Onderwijs, Cultuur en Wetenschap;Middenmanager;1;2018;3;14
Onderwijs, Cultuur en Wetenschap;Middenmanager;0;2018;3;15
Onderwijs, Cultuur en Wetenschap;Middenmanager;0;2018;3;16
Onderwijs, Cultuur en Wetenschap;Onderzoeksmedewerker;3.889;2018;3;9
Onderwijs, Cultuur en Wetenschap;Onderzoeksmedewerker;7.334;2018;3;10
Onderwijs, Cultuur en Wetenschap;Onderzoeksmedewerker;1.722;2018;3;11
Onderwijs, Cultuur en Wetenschap;Onderzoeksondersteuner;1;2018;3;6
Onderwijs, Cultuur en Wetenschap;Onderzoeksondersteuner;0;2018;3;7
Onderwijs, Cultuur en Wetenschap;Operationeel Manager;0;2018;3;9
Onderwijs, Cultuur en Wetenschap;Operationeel Manager;1.056;2018;3;10
Onderwijs, Cultuur en Wetenschap;Operationeel Manager;0;2018;3;11
Onderwijs, Cultuur en Wetenschap;Operationeel Manager;4.875;2018;3;12
Onderwijs, Cultuur en Wetenschap;Project-/Programmadirecteur;0;2018;3;15
Onderwijs, Cultuur en Wetenschap;Project-/Programmadirecteur;0;2018;3;16
Onderwijs, Cultuur en Wetenschap;Project-/Programmadirecteur;0;2018;3;17
Onderwijs, Cultuur en Wetenschap;Project-/Programmamanager;1;2018;3;13
Onderwijs, Cultuur en Wetenschap;Project-/Programmamanager;1;2018;3;14
Onderwijs, Cultuur en Wetenschap;Project-/Programmamanager;0;2018;3;15
Onderwijs, Cultuur en Wetenschap;Projectleider;0;2018;3;11
Onderwijs, Cultuur en Wetenschap;Projectleider;0;2018;3;12
Onderwijs, Cultuur en Wetenschap;Projectleider;0;2018;3;13
Onderwijs, Cultuur en Wetenschap;Senior Adviseur Bedrijfsvoerin;41.16;2018;3;11
Onderwijs, Cultuur en Wetenschap;Senior Adviseur Bedrijfsvoerin;92.332;2018;3;12
Onderwijs, Cultuur en Wetenschap;Senior Adviseur Bedrijfsvoerin;44.403;2018;3;13
Onderwijs, Cultuur en Wetenschap;Senior Inspecteur;12.967;2018;3;11
Onderwijs, Cultuur en Wetenschap;Senior Inspecteur;84.462;2018;3;12
Onderwijs, Cultuur en Wetenschap;Senior Inspecteur;99.972;2018;3;13
Onderwijs, Cultuur en Wetenschap;Strategisch Adviseur;2;2018;3;15
Onderwijs, Cultuur en Wetenschap;Strategisch Adviseur;1;2018;3;16
Onderwijs, Cultuur en Wetenschap;Topmanager;0;2018;3;15
Onderwijs, Cultuur en Wetenschap;Topmanager;1;2018;3;16
Onderwijs, Cultuur en Wetenschap;Topmanager;0;2018;3;17
Onderwijs, Cultuur en Wetenschap;Topmanager;0;2018;3;18
Onderwijs, Cultuur en Wetenschap;Trainer;9.361;2018;3;9
Onderwijs, Cultuur en Wetenschap;Wetenschappelijk Medewerker;14.322;2018;3;10
Onderwijs, Cultuur en Wetenschap;Wetenschappelijk Medewerker;42.631;2018;3;11
Onderwijs, Cultuur en Wetenschap;Wetenschappelijk Medewerker;56.117;2018;3;12
Onderwijs, Cultuur en Wetenschap;Wetenschappelijk Medewerker;0;2018;3;13
Sociale Zaken en Werkgelegenheid;(Senior) Adviseur;57.034;2018;3;11
Sociale Zaken en Werkgelegenheid;(Senior) Adviseur;83.275;2018;3;12
Sociale Zaken en Werkgelegenheid;(Senior) Adviseur;18.888;2018;3;13
Sociale Zaken en Werkgelegenheid;(Senior) Beleidsmedewerker;133.819;2018;3;11
Sociale Zaken en Werkgelegenheid;(Senior) Beleidsmedewerker;160.24;2018;3;12
Sociale Zaken en Werkgelegenheid;(Senior) Beleidsmedewerker;70.577;2018;3;13
Sociale Zaken en Werkgelegenheid;Adviseur Bedrijfsvoering;17.185;2018;3;8
Sociale Zaken en Werkgelegenheid;Adviseur Bedrijfsvoering;43.339;2018;3;9
Sociale Zaken en Werkgelegenheid;Adviseur Bedrijfsvoering;66.343;2018;3;10
Sociale Zaken en Werkgelegenheid;Adviseur Bedrijfsvoering;49.423;2018;3;11
Sociale Zaken en Werkgelegenheid;Beleidsondersteuner;1.347;2018;3;8
Sociale Zaken en Werkgelegenheid;Beleidsondersteuner;0.778;2018;3;9
Sociale Zaken en Werkgelegenheid;Beleidsondersteuner;16.542;2018;3;10
Sociale Zaken en Werkgelegenheid;Co�rdinerend Beleidsmedewerker;12.522;2018;3;13
Sociale Zaken en Werkgelegenheid;Co�rdinerend Beleidsmedewerker;43.865;2018;3;14
Sociale Zaken en Werkgelegenheid;Co�rdinerend Beleidsmedewerker;3;2018;3;15
Sociale Zaken en Werkgelegenheid;Deelprojectleider;0;2018;3;9
Sociale Zaken en Werkgelegenheid;Deelprojectleider;0;2018;3;10
Sociale Zaken en Werkgelegenheid;Inrichtingswerker;0;2018;3;7
Sociale Zaken en Werkgelegenheid;Inspecteur/Medewerker Toezicht;15.806;2018;3;8
Sociale Zaken en Werkgelegenheid;Inspecteur/Medewerker Toezicht;57.807;2018;3;9
Sociale Zaken en Werkgelegenheid;Inspecteur/Medewerker Toezicht;550.968;2018;3;10
Sociale Zaken en Werkgelegenheid;Inspecteur/Medewerker Toezicht;70.252;2018;3;11
Sociale Zaken en Werkgelegenheid;Managementondersteuner;7.083;2018;3;5
Sociale Zaken en Werkgelegenheid;Managementondersteuner;32.529;2018;3;6
Sociale Zaken en Werkgelegenheid;Managementondersteuner;22.334;2018;3;7
Sociale Zaken en Werkgelegenheid;Managementondersteuner;6.667;2018;3;8
Sociale Zaken en Werkgelegenheid;Managementondersteuner;4.5;2018;3;9
Sociale Zaken en Werkgelegenheid;Managementondersteuner;3;2018;3;10
Sociale Zaken en Werkgelegenheid;Medewerker Administratie;0.556;2018;3;4
Sociale Zaken en Werkgelegenheid;Medewerker Administratie;2.583;2018;3;5
Sociale Zaken en Werkgelegenheid;Medewerker Administratie;2.699;2018;3;6
Sociale Zaken en Werkgelegenheid;Medewerker Administratie;18.765;2018;3;7
Sociale Zaken en Werkgelegenheid;Medewerker Administratie;43.501;2018;3;8
Sociale Zaken en Werkgelegenheid;Medewerker Advisering;4.473;2018;3;8
Sociale Zaken en Werkgelegenheid;Medewerker Advisering;2.833;2018;3;9
Sociale Zaken en Werkgelegenheid;Medewerker Advisering;1.556;2018;3;10
Sociale Zaken en Werkgelegenheid;Medewerker Advisering;7;2018;3;11
Sociale Zaken en Werkgelegenheid;Middenmanager;2;2018;3;12
Sociale Zaken en Werkgelegenheid;Middenmanager;41.722;2018;3;13
Sociale Zaken en Werkgelegenheid;Middenmanager;28.842;2018;3;14
Sociale Zaken en Werkgelegenheid;Middenmanager;47.416;2018;3;15
Sociale Zaken en Werkgelegenheid;Middenmanager;2.111;2018;3;16
Sociale Zaken en Werkgelegenheid;Onderzoeksmedewerker;1.433;2018;3;9
Sociale Zaken en Werkgelegenheid;Onderzoeksmedewerker;0;2018;3;10
Sociale Zaken en Werkgelegenheid;Operationeel Manager;4;2018;3;10
Sociale Zaken en Werkgelegenheid;Operationeel Manager;15.667;2018;3;11
Sociale Zaken en Werkgelegenheid;Operationeel Manager;35.056;2018;3;12
Sociale Zaken en Werkgelegenheid;Project-/Programmadirecteur;1;2018;3;16
Sociale Zaken en Werkgelegenheid;Project-/Programmadirecteur;0;2018;3;17
Sociale Zaken en Werkgelegenheid;Project-/Programmamanager;1;2018;3;12
Sociale Zaken en Werkgelegenheid;Project-/Programmamanager;1;2018;3;13
Sociale Zaken en Werkgelegenheid;Project-/Programmamanager;1;2018;3;14
Sociale Zaken en Werkgelegenheid;Project-/Programmamanager;1;2018;3;15
Sociale Zaken en Werkgelegenheid;Projectleider;3;2018;3;9
Sociale Zaken en Werkgelegenheid;Projectleider;2;2018;3;11
Sociale Zaken en Werkgelegenheid;Projectleider;0.833;2018;3;12
Sociale Zaken en Werkgelegenheid;Projectleider;0;2018;3;13
Sociale Zaken en Werkgelegenheid;Senior Adviseur Bedrijfsvoerin;21.499;2018;3;11
Sociale Zaken en Werkgelegenheid;Senior Adviseur Bedrijfsvoerin;72.723;2018;3;12
Sociale Zaken en Werkgelegenheid;Senior Adviseur Bedrijfsvoerin;19.178;2018;3;13
Sociale Zaken en Werkgelegenheid;Senior Inspecteur;87.974;2018;3;11
Sociale Zaken en Werkgelegenheid;Senior Inspecteur;73.809;2018;3;12
Sociale Zaken en Werkgelegenheid;Strategisch Adviseur;2.889;2018;3;15
Sociale Zaken en Werkgelegenheid;Strategisch Adviseur;1;2018;3;16
Sociale Zaken en Werkgelegenheid;Strategisch Inspecteur;2;2018;3;15
Sociale Zaken en Werkgelegenheid;Topmanager;0;2018;3;15
Sociale Zaken en Werkgelegenheid;Topmanager;1;2018;3;16
Sociale Zaken en Werkgelegenheid;Topmanager;22.083;2018;3;17
Sociale Zaken en Werkgelegenheid;Topmanager;0;2018;3;18
Sociale Zaken en Werkgelegenheid;Wetenschappelijk Medewerker;3.556;2018;3;11
Sociale Zaken en Werkgelegenheid;Wetenschappelijk Medewerker;1.833;2018;3;12
Veiligheid en Justitie;(Inrichtings)beveiliger;0;2018;3;4
Veiligheid en Justitie;(Inrichtings)beveiliger;0;2018;3;5
Veiligheid en Justitie;(Inrichtings)beveiliger;0;2018;3;6
Veiligheid en Justitie;(Senior) Adviseur;0;2018;3;11
Veiligheid en Justitie;(Senior) Adviseur;0;2018;3;12
Veiligheid en Justitie;(Senior) Adviseur;0;2018;3;13
Veiligheid en Justitie;(Senior) Beleidsmedewerker;0;2018;3;11
Veiligheid en Justitie;(Senior) Beleidsmedewerker;0;2018;3;12
Veiligheid en Justitie;(Senior) Beleidsmedewerker;0;2018;3;13
Veiligheid en Justitie;Adviseur Bedrijfsvoering;0;2018;3;8
Veiligheid en Justitie;Adviseur Bedrijfsvoering;0;2018;3;9
Veiligheid en Justitie;Adviseur Bedrijfsvoering;0;2018;3;10
Veiligheid en Justitie;Adviseur Bedrijfsvoering;0;2018;3;11
Veiligheid en Justitie;Beleidsondersteuner;0;2018;3;8
Veiligheid en Justitie;Beleidsondersteuner;0;2018;3;9
Veiligheid en Justitie;Beleidsondersteuner;0;2018;3;10
Veiligheid en Justitie;Beleidsondersteuner;0;2018;3;11
Veiligheid en Justitie;Commissiesecretaris;0;2018;3;8
Veiligheid en Justitie;Commissiesecretaris;0;2018;3;9
Veiligheid en Justitie;Commissiesecretaris;0;2018;3;10
Veiligheid en Justitie;Commissiesecretaris;0;2018;3;11
Veiligheid en Justitie;Commissiesecretaris;0;2018;3;12
Veiligheid en Justitie;Commissiesecretaris;0;2018;3;13
Veiligheid en Justitie;Co�rdinerend Beleidsmedewerker;0;2018;3;13
Veiligheid en Justitie;Co�rdinerend Beleidsmedewerker;0;2018;3;14
Veiligheid en Justitie;Co�rdinerend Beleidsmedewerker;0;2018;3;15
Veiligheid en Justitie;Deelprojectleider;0;2018;3;9
Veiligheid en Justitie;Deelprojectleider;0;2018;3;10
Veiligheid en Justitie;Deelprojectleider;0;2018;3;11
Veiligheid en Justitie;Expert Informatievoorziening;0;2018;3;11
Veiligheid en Justitie;Expert Informatievoorziening;0;2018;3;12
Veiligheid en Justitie;Expert Informatievoorziening;0;2018;3;13
Veiligheid en Justitie;Forensisch Therapeutisch Werke;0;2018;3;7
Veiligheid en Justitie;Forensisch Therapeutisch Werke;0;2018;3;8
Veiligheid en Justitie;Forensisch Therapeutisch Werke;0;2018;3;9
Veiligheid en Justitie;Geestelijk Verzorger;0;2018;3;12
Veiligheid en Justitie;Inrichtingswerker;0;2018;3;6
Veiligheid en Justitie;Inrichtingswerker;0;2018;3;7
Veiligheid en Justitie;Inspecteur/Medewerker Toezicht;0;2018;3;8
Veiligheid en Justitie;Inspecteur/Medewerker Toezicht;0;2018;3;9
Veiligheid en Justitie;Inspecteur/Medewerker Toezicht;0;2018;3;10
Veiligheid en Justitie;Inspecteur/Medewerker Toezicht;0;2018;3;11
Veiligheid en Justitie;Managementondersteuner;0;2018;3;5
Veiligheid en Justitie;Managementondersteuner;0;2018;3;6
Veiligheid en Justitie;Managementondersteuner;0;2018;3;7
Veiligheid en Justitie;Managementondersteuner;0;2018;3;8
Veiligheid en Justitie;Managementondersteuner;0;2018;3;9
Veiligheid en Justitie;Managementondersteuner;0;2018;3;10
Veiligheid en Justitie;Medewerker Administratie;0;2018;3;4
Veiligheid en Justitie;Medewerker Administratie;0;2018;3;5
Veiligheid en Justitie;Medewerker Administratie;0;2018;3;6
Veiligheid en Justitie;Medewerker Administratie;0;2018;3;7
Veiligheid en Justitie;Medewerker Administratie;0;2018;3;8
Veiligheid en Justitie;Medewerker Advisering;0;2018;3;8
Veiligheid en Justitie;Medewerker Advisering;0;2018;3;9
Veiligheid en Justitie;Medewerker Advisering;0;2018;3;10
Veiligheid en Justitie;Medewerker Advisering;0;2018;3;11
Veiligheid en Justitie;Medewerker Beveiliging;0;2018;3;4
Veiligheid en Justitie;Medewerker Beveiliging;0;2018;3;5
Veiligheid en Justitie;Medewerker Beveiliging;0;2018;3;6
Veiligheid en Justitie;Medewerker Communicatie;0;2018;3;5
Veiligheid en Justitie;Medewerker Communicatie;0;2018;3;6
Veiligheid en Justitie;Medewerker Communicatie;0;2018;3;7
Veiligheid en Justitie;Medewerker Communicatie;0;2018;3;8
Veiligheid en Justitie;Medewerker Educatie en Vorming;0;2018;3;5
Veiligheid en Justitie;Medewerker Educatie en Vorming;0;2018;3;6
Veiligheid en Justitie;Medewerker Educatie en Vorming;0;2018;3;7
Veiligheid en Justitie;Medewerker Educatie en Vorming;0;2018;3;8
Veiligheid en Justitie;Medewerker Educatie en Vorming;0;2018;3;9
Veiligheid en Justitie;Medewerker Vervoer;0;2018;3;4
Veiligheid en Justitie;Medicus/Gedragswetenschapper;0;2018;3;10
Veiligheid en Justitie;Medicus/Gedragswetenschapper;0;2018;3;11
Veiligheid en Justitie;Medicus/Gedragswetenschapper;0;2018;3;12
Veiligheid en Justitie;Medicus/Gedragswetenschapper;0;2018;3;13
Veiligheid en Justitie;Medicus/Gedragswetenschapper;0;2018;3;14
Veiligheid en Justitie;Middenmanager;0;2018;3;12
Veiligheid en Justitie;Middenmanager;0;2018;3;13
Veiligheid en Justitie;Middenmanager;0;2018;3;14
Veiligheid en Justitie;Middenmanager;0;2018;3;15
Veiligheid en Justitie;Middenmanager;0;2018;3;16
Veiligheid en Justitie;Onderzoeksmedewerker;0;2018;3;8
Veiligheid en Justitie;Onderzoeksmedewerker;0;2018;3;9
Veiligheid en Justitie;Onderzoeksmedewerker;0;2018;3;10
Veiligheid en Justitie;Onderzoeksmedewerker;0;2018;3;11
Veiligheid en Justitie;Onderzoeksondersteuner;0;2018;3;5
Veiligheid en Justitie;Onderzoeksondersteuner;0;2018;3;6
Veiligheid en Justitie;Onderzoeksondersteuner;0;2018;3;7
Veiligheid en Justitie;Onderzoeksondersteuner;0;2018;3;8
Veiligheid en Justitie;Operationeel Manager;0;2018;3;7
Veiligheid en Justitie;Operationeel Manager;0;2018;3;8
Veiligheid en Justitie;Operationeel Manager;0;2018;3;9
Veiligheid en Justitie;Operationeel Manager;0;2018;3;10
Veiligheid en Justitie;Operationeel Manager;0;2018;3;11
Veiligheid en Justitie;Operationeel Manager;0;2018;3;12
Veiligheid en Justitie;Operationeel Manager;0;2018;3;13
Veiligheid en Justitie;Project-/Programmadirecteur;0;2018;3;15
Veiligheid en Justitie;Project-/Programmadirecteur;0;2018;3;16
Veiligheid en Justitie;Project-/Programmadirecteur;0;2018;3;17
Veiligheid en Justitie;Project-/Programmamanager;0;2018;3;13
Veiligheid en Justitie;Project-/Programmamanager;0;2018;3;14
Veiligheid en Justitie;Project-/Programmamanager;0;2018;3;15
Veiligheid en Justitie;Projectleider;0;2018;3;11
Veiligheid en Justitie;Projectleider;0;2018;3;12
Veiligheid en Justitie;Projectleider;0;2018;3;13
Veiligheid en Justitie;Senior Adviseur Bedrijfsvoerin;0;2018;3;11
Veiligheid en Justitie;Senior Adviseur Bedrijfsvoerin;0;2018;3;12
Veiligheid en Justitie;Senior Adviseur Bedrijfsvoerin;0;2018;3;13
Veiligheid en Justitie;Senior Inspecteur;0;2018;3;11
Veiligheid en Justitie;Senior Inspecteur;0;2018;3;12
Veiligheid en Justitie;Senior Inspecteur;0;2018;3;13
Veiligheid en Justitie;Strategisch Adviseur;0;2018;3;15
Veiligheid en Justitie;Strategisch Adviseur;0;2018;3;16
Veiligheid en Justitie;Strategisch Beleidsmedewerker;0;2018;3;15
Veiligheid en Justitie;Strategisch Beleidsmedewerker;0;2018;3;16
Veiligheid en Justitie;Strategisch Inspecteur;0;2018;3;15
Veiligheid en Justitie;Topmanager;0;2018;3;15
Veiligheid en Justitie;Topmanager;0;2018;3;16
Veiligheid en Justitie;Topmanager;0;2018;3;17
Veiligheid en Justitie;Topmanager;0;2018;3;18
Veiligheid en Justitie;Topwetenschappelijk Medewerker;0;2018;3;15
Veiligheid en Justitie;Trainer;0;2018;3;7
Veiligheid en Justitie;Trainer;0;2018;3;8
Veiligheid en Justitie;Trainer;0;2018;3;9
Veiligheid en Justitie;Trainer;0;2018;3;10
Veiligheid en Justitie;Trainer;0;2018;3;12
Veiligheid en Justitie;Wetenschappelijk Medewerker;0;2018;3;10
Veiligheid en Justitie;Wetenschappelijk Medewerker;0;2018;3;11
Veiligheid en Justitie;Wetenschappelijk Medewerker;0;2018;3;12
Veiligheid en Justitie;Wetenschappelijk Medewerker;0;2018;3;13
Veiligheid en Justitie;Zorgprofessional;0;2018;3;7
Veiligheid en Justitie;Zorgprofessional;0;2018;3;8
Veiligheid en Justitie;Zorgprofessional;0;2018;3;9
Veiligheid en Justitie;Zorgprofessional;0;2018;3;10
Volksgezondheid, Welzijn en Sport;(Inrichtings)beveiliger;0;2018;3;4
Volksgezondheid, Welzijn en Sport;(Inrichtings)beveiliger;0;2018;3;5
Volksgezondheid, Welzijn en Sport;(Senior) Adviseur;58.523;2018;3;11
Volksgezondheid, Welzijn en Sport;(Senior) Adviseur;149.454;2018;3;12
Volksgezondheid, Welzijn en Sport;(Senior) Adviseur;59.247;2018;3;13
Volksgezondheid, Welzijn en Sport;(Senior) Beleidsmedewerker;125.999;2018;3;11
Volksgezondheid, Welzijn en Sport;(Senior) Beleidsmedewerker;186.735;2018;3;12
Volksgezondheid, Welzijn en Sport;(Senior) Beleidsmedewerker;110.668;2018;3;13
Volksgezondheid, Welzijn en Sport;Adviseur Bedrijfsvoering;24.885;2018;3;8
Volksgezondheid, Welzijn en Sport;Adviseur Bedrijfsvoering;109.088;2018;3;9
Volksgezondheid, Welzijn en Sport;Adviseur Bedrijfsvoering;166.08;2018;3;10
Volksgezondheid, Welzijn en Sport;Adviseur Bedrijfsvoering;112.201;2018;3;11
Volksgezondheid, Welzijn en Sport;Beleidsondersteuner;6.244;2018;3;8
Volksgezondheid, Welzijn en Sport;Beleidsondersteuner;12.543;2018;3;9
Volksgezondheid, Welzijn en Sport;Beleidsondersteuner;21.278;2018;3;10
Volksgezondheid, Welzijn en Sport;Beleidsondersteuner;2.667;2018;3;11
Volksgezondheid, Welzijn en Sport;Commissiesecretaris;0.861;2018;3;8
Volksgezondheid, Welzijn en Sport;Commissiesecretaris;8.5;2018;3;10
Volksgezondheid, Welzijn en Sport;Commissiesecretaris;22.89;2018;3;11
Volksgezondheid, Welzijn en Sport;Commissiesecretaris;6.361;2018;3;12
Volksgezondheid, Welzijn en Sport;Commissiesecretaris;2;2018;3;13
Volksgezondheid, Welzijn en Sport;Co�rdinerend Beleidsmedewerker;37.008;2018;3;13
Volksgezondheid, Welzijn en Sport;Co�rdinerend Beleidsmedewerker;63.122;2018;3;14
Volksgezondheid, Welzijn en Sport;Co�rdinerend Beleidsmedewerker;1;2018;3;15
Volksgezondheid, Welzijn en Sport;Deelprojectleider;0.833;2018;3;9
Volksgezondheid, Welzijn en Sport;Deelprojectleider;1.889;2018;3;10
Volksgezondheid, Welzijn en Sport;Deelprojectleider;0.889;2018;3;11
Volksgezondheid, Welzijn en Sport;Expert Informatievoorziening;1;2018;3;12
